home_team,away_team,home_score,away_score,season_year,Date_day,Date_hour,first_half,second_half,home_team_goals_current_time,home_team_goals_current_score,home_team_goals,home_team_goals_assist,away_team_goals_current_time,away_team_goals_current_score,away_team_goals,away_team_goals_assist,home_team_yellow_card_current_time,home_team_yellow_card,home_team_yellow_card_why,away_team_yellow_card_current_time,away_team_yellow_card,away_team_yellow_card_why,home_team_red_card_current_time,home_team_red_card,home_team_red_card_why,away_team_red_card_current_time,away_team_red_card,away_team_red_card_why,home_team_substitutions_current_time,home_team_substitutions,home_team_substitutions_with,home_team_substitution_why,away_team_substitutions_current_time,away_team_substitutions,away_team_substitutions_with,away_team_substitution_why,expected_goals_xg_home,expected_goals_xg_host,Ball_Possession_Home,Ball_Possession_Host,Goal_Attempts_Home,Goal_Attempts_Host,Shots_on_Goal_Home,Shots_on_Goal_Host,Shots_off_Goal_Home,Shots_off_Goal_Host,Free_Kicks_Home,Free_Kicks_Host,Corner_Kicks_Home,Corner_Kicks_Host,Offsides_Home,Offsides_Host,Throw_ins_Home,Throw_ins_Host,Goalkeeper_Saves_Home,Goalkeeper_Saves_Host,Fouls_Home,Fouls_Host,Red_Cards_Home,Red_Cards_Host,Yellow_Cards_Home,Yellow_Cards_Host,Total_Passes_Home,Total_Passes_Host,Completed_Passes_Home,Completed_Passes_Host,Attacks_Home,Attacks_Host,Dangerous_Attacks_Home,Dangerous_Attacks_Host,Distance_Covered_(km)_Home,Distance_Covered_(km)_Host,referee,venue,capacity,attendance
Eintracht Frankfurt,Freiburg,0,0,2023/2024,24.09,18:30,"""0 - 0""","""0 - 0""",,,,,,,,,"[""45+2'"", ""52'"", ""86'"", ""86'""]","['Dina Ebimbe J.', 'Pacho W.', 'Koch R.', 'Trapp K.']","['(Roughing)', '(Holding)', '(Unsportsmanlike conduct)', '(Unsportsmanlike conduct)']","[""33'"", ""86'""]","['Ginter M.', 'Eggestein M.']","['(Handling)', '(Unsportsmanlike conduct)']",,,,,,,"[""58'"", ""65'"", ""65'"", ""80'"", ""80'""]","['Gotze M.', 'Ngankam J.', 'Knauff A.', 'Max P.', 'Nacho']","['Dina Ebimbe J.', 'Marmoush O.', 'Buta', 'Nkounkou N.', 'Chaibi F.']","['-', '-', '-', '-', '-']","[""74'"", ""74'"", ""84'"", ""84'""]","['Weisshaupt N.', 'Philipp M.', 'Schmidt K.', 'Adamu J.']","['Grifo V.', 'Doan R.', 'Kubler L.', 'Holer L.']","['-', '-', '-', '-']",0.95,0.6,55%,45%,13,9,5,2,8,7,8,10,7,3,0,4,23,22,2,5,12,5,,,4,2,529,393,444,291,107,109,72,46,,,Zwayer F.  (Ger),Deutsche Bank Park  (Frankfurt),58 000,55 000
Bayer Leverkusen,Heidenheim,4,1,2023/2024,24.09,16:30,"""1 - 0""","""3 - 1""","[""9'"", ""63'"", ""74'"", ""82'""]","['1 - 0', '2 - 1', '3 - 1', '4 - 1']","['Boniface V.', 'Hofmann J.', 'Boniface V.', 'Adli A.']","['(Palacios E.)', '(Palacios E.)', '(Penalty)', '(Grimaldo A.)']","[""58'""]",['1 - 1'],['Dinkci E.'],['(Beste J.)'],"[""31'""]",['Palacios E.'],['(Tripping)'],"[""37'""]",['Theuerkauf N.'],['(Roughing)'],,,,,,,"[""71'"", ""71'"", ""79'"", ""85'"", ""85'""]","['Adli A.', 'Andrich R.', 'Tella N.', 'Hlozek A.', 'Hincapie P.']","['Wirtz F.', 'Palacios E.', 'Frimpong J.', 'Boniface V.', 'Grimaldo A.']","['-', '-', '-', '-', '-']","[""63'"", ""70'"", ""82'"", ""82'"", ""82'""]","['Beck A.', 'Pick F.', 'Thomalla D.', 'Pieringer M.', 'Sessa K.']","['Dovedan N.', 'Theuerkauf N.', 'Beste J.', 'Kleindienst T.', 'Dinkci E.']","['-', '-', '-', '-', '-']",3.48,0.1,67%,33%,20,1,10,1,10,0,7,8,7,2,2,0,16,20,0,6,9,10,,,1,1,803,325,731,250,162,56,77,17,,,Dingert C.  (Ger),BayArena  (Leverkusen),30 210,29 557
Werder Bremen,FC Koln,2,1,2023/2024,23.09,19:30,"""1 - 1""","""1 - 0""","[""38'"", ""67'""]","['1 - 1', '2 - 1']","['Borre R.', 'Njinmah J.']","['(Ducksch M.)', '(Lynen S.)']","[""31'""]",['0 - 1'],['Selke D.'],['-'],"[""79'"", ""88'""]","['Weiser M.', 'Veljkovic M.']","['(Roughing)', '(Holding)']","[""73'""]",['Alidou F.'],['(Foul)'],,,,,,,"[""66'"", ""80'"", ""80'"", ""80'"", ""90+2'""]","['Njinmah J.', 'Jung A.', 'Woltemade N.', 'Gross C.', 'Keita N.']","['Borre R.', 'Deman O.', 'Ducksch M.', 'Lynen S.', 'Schmid R.']","['-', '-', '-', '-', '-']","[""65'"", ""75'"", ""83'"", ""83'""]","['Alidou F.', 'Tigges S.', 'Downs D.', 'Adamyan S.']","['Waldschmidt L.', 'Huseinbasic D.', 'Maina L.', 'Ljubicic D.']","['-', '-', '-', '-']",1.87,1.62,46%,54%,17,13,6,5,11,8,16,17,9,8,0,2,19,24,4,4,18,16,,,2,1,403,435,314,339,116,117,34,48,,,Dankert B.  (Ger),Weserstadion  (Bremen),42 100,42 100
Augsburg,Mainz,2,1,2023/2024,23.09,16:30,"""2 - 1""","""0 - 0""","[""15'"", ""45'""]","['1 - 1', '2 - 1']","['Demirovic E.', 'Demirovic E.']","['-', '(Pfeiffer P.)']","[""6'""]",['0 - 1'],['Ajorque L.'],['(da Costa D.)'],"[""90+1'"", ""90+5'""]","['Dorsch N.', 'Beljo D.']",['(Tripping)'],"[""74'"", ""77'""]","['Gruda B.', 'Zentner R.']","['(Tripping)', '(Unsportsmanlike conduct)']","[""62'""]",['Engels A.'],['(Tripping)'],,,,"[""65'"", ""65'"", ""72'"", ""89'"", ""89'""]","['Breithaupt T.', 'Michel S.', 'Bauer M.', 'Beljo D.', 'Dorsch N.']","['Tietz P.', 'Vargas R.', 'Pfeiffer P.', 'Demirovic E.', 'Rexhbecaj E.']","['-', '-', '-', '-', '-']","[""43'"", ""69'"", ""69'"", ""79'"", ""80'""]","['Barkok A.', 'van den Berg S.', 'Gruda B.', 'Richter M.', 'El Ghazi A.']","['da Costa D.', 'Bell S.', 'Krauss T.', 'Barreiro L.', 'Onisiwo K.']","['-', '-', '-', '-', '-']",1.19,0.72,45%,55%,6,13,3,3,3,10,18,18,3,4,1,2,13,24,2,1,16,14,1,0,2,3,330,461,251,387,108,121,36,51,,,Fritz M.  (Ger),WWK Arena  (Augsburg),30 660,27 310
B. Monchengladbach,RB Leipzig,0,1,2023/2024,23.09,16:30,"""0 - 0""","""0 - 1""",,,,,"[""75'""]",['0 - 1'],['Werner T.'],['-'],"[""65'""]",['Scally J.'],['(Holding)'],"[""24'""]",['Raum D.'],['(Foul)'],,,,,,,"[""64'"", ""64'"", ""79'"", ""79'"", ""80'""]","['Plea A.', 'Ngoumou N.', 'Kramer Ch.', 'Hack R.', 'Neuhaus F.']","['Siebatcheu J.', 'Honorat F.', 'Reitz R.', 'Kone M.', 'Scally J.']","['-', '-', '-', '-', '-']","[""70'"", ""70'"", ""70'"", ""84'"", ""84'""]","['Baumgartner C.', 'Poulsen Y.', 'Werner T.', 'Seiwald N.', 'Klostermann L.']","['Carvalho F.', 'Openda L.', 'Sesko B.', 'Simons X.', 'Schlager X.']","['-', '-', '-', '-', '-']",0.83,0.92,47%,53%,13,8,1,4,12,4,9,16,11,6,2,2,18,18,3,1,14,7,,,1,1,420,541,344,454,101,120,40,35,,,Schroder R.  (Ger),Borussia-Park  (Mönchengladbach),54 042,50 122
Bayern Munich,Bochum,7,0,2023/2024,23.09,16:30,"""4 - 0""","""3 - 0""","[""4'"", ""13'"", ""29'"", ""38'"", ""54'"", ""81'"", ""88'""]","['1 - 0', '2 - 0', '3 - 0', '4 - 0', '5 - 0', '6 - 0', '7 - 0']","['Choupo-Moting E. M.', 'Kane H.', 'de Ligt M.', 'Sane L.', 'Kane H.', 'Tel M.', 'Kane H.']","['(Coman K.)', '-', '(Kimmich J.)', '(Kane H.)', '(Penalty)', '(Kane H.)', '(Mazraoui N.)']",,,,,,,,"[""26'""]",['Losilla A.'],['(Tripping)'],,,,,,,"[""46'"", ""65'"", ""65'"", ""77'"", ""77'""]","['Upamecano D.', 'Tel M.', 'Kratzig F.', 'Goretzka L.', 'Muller T.']","['de Ligt M.', 'Choupo-Moting E. M.', 'Davies A.', 'Kimmich J.', 'Coman K.']","['-', '-', '-', '-', '-']","[""36'"", ""36'"", ""46'"", ""68'"", ""77'""]","['Loosli N.', 'Hofmann P.', 'Gamboa C.', 'Osterhage P.', 'Daschner L.']","['Passlack F.', 'Wittek M.', 'Losilla A.', 'Asano T.', 'Antwi-Adjei C.']","['-', '-', '-', '-', '-']",5.22,0.14,60%,40%,26,4,16,1,10,3,9,9,8,1,2,2,,,1,9,8,10,,,0,1,571,348,503,268,114,84,81,33,,,Hartmann R.  (Ger),Allianz Arena  (Munich),75 024,75 000
Dortmund,Wolfsburg,1,0,2023/2024,23.09,16:30,"""0 - 0""","""1 - 0""","[""68'""]",['1 - 0'],['Reus M.'],['(Brandt J.)'],,,,,,,,"[""24'""]",['Cerny V.'],['(Roughing)'],,,,,,,"[""63'"", ""78'"", ""83'""]","['Malen D.', 'Haller S.', 'Can E.']","['Gittens J.', 'Fullkrug N.', 'Reus M.']","['-', '-', '-']","[""65'"", ""78'"", ""78'"", ""78'"", ""88'""]","['Kaminski J.', 'Baku R.', 'Vranckx A.', 'Sarr A.', 'Wimmer P.']","['Cerny V.', 'Tomas T.', 'Svanberg M.', 'Wind J.', 'Majer L.']","['-', '-', '-', '-', '-']",1.75,0.47,61%,39%,18,8,4,2,14,6,14,6,5,3,2,2,13,23,2,3,9,14,,,0,1,609,320,536,250,124,79,61,33,,,Jablonski S.  (Ger),Signal Iduna Park  (Dortmund),81 365,81 365
Union Berlin,Hoffenheim,0,2,2023/2024,23.09,16:30,"""0 - 2""","""0 - 0""",,,,,"[""22'"", ""38'""]","['0 - 1', '0 - 2']","['Kramaric A.', 'Beier M.']","['(Penalty)', '(Promel G.)']","[""72'""]",['Tousart L.'],['(Tripping)'],"[""45+4'"", ""54'"", ""89'""]","['Kramaric A.', 'Stach A.', 'Becker F. O.']","['(Holding)', '(Tripping)', '(Holding)']",,,,,,,"[""46'"", ""69'"", ""76'"", ""80'"", ""80'""]","['Fofana D. D.', 'Hollerbach B.', 'Laidouni A.', 'Roussillon J.', 'Kaufmann M.']","['Aaronson B.', 'Becker S.', 'Tousart L.', 'Gosens R.', 'Bonucci L.']","['-', '-', '-', '-', '-']","[""55'"", ""55'"", ""74'"", ""74'"", ""90+2'""]","['Bebou I.', 'Berisha M.', 'Bulter M.', 'Becker F. O.', 'Akpoguma K.']","['Weghorst W.', 'Beier M.', 'Skov R.', 'Kramaric A.', 'Kaderabek P.']","['-', '-', '-', '-', '-']",1.89,2.19,55%,45%,22,11,6,4,16,7,15,11,11,6,0,1,36,18,2,6,11,13,,,1,3,460,355,368,277,123,87,66,34,,,Aytekin D.  (Ger),Stadion An der Alten Försterei  (Berlin),22 012,20 000
Stuttgart,Darmstadt,3,1,2023/2024,22.09,21:30,"""2 - 1""","""1 - 0""","[""22'"", ""32'"", ""90+2'""]","['1 - 1', '2 - 1', '3 - 1']","['Millot E.', 'Guirassy S.', 'Guirassy S.']","['(Guirassy S.)', '(Fuhrich C.)', '(Stenzel P.)']","[""17'""]",['0 - 1'],['Zagadou D.'],['(Own goal)'],"[""89'""]",['Undav D.'],['(Foul)'],"[""8'"", ""45+1'"", ""62'"", ""71'"", ""77'"", ""86'""]","['Pfeiffer L.', 'Holland F.', 'Riedel C.', 'Skarke T.', 'Stojilkovic F.', 'Schnellhardt F.']","['(Roughing)', '(Tripping)', '(Holding)', '(Unsportsmanlike conduct)', '(Diving)', '(Handling)']",,,,,,,"[""68'"", ""78'"", ""78'"", ""90+4'"", ""90+4'""]","['Mittelstadt M.', 'Undav D.', 'Leweling J.', 'Rouault A.', 'Milosevic J.']","['Silas', 'Fuhrich C.', 'Millot E.', 'Stenzel P.', 'Guirassy S.']","['-', '-', '-', '-', '-']","[""46'"", ""78'"", ""78'"", ""78'"", ""87'""]","['Stojilkovic F.', 'Seydel A.', 'Schnellhardt F.', 'Kempe T.', 'Ronstadt F.']","['Pfeiffer L.', 'Honsak M.', 'Holland F.', 'Skarke T.', 'Bader M.']","['-', '-', '-', '-', '-']",2.54,0.15,54%,46%,18,3,11,0,7,3,12,8,5,4,1,2,18,10,0,8,7,12,,,1,6,643,467,566,378,149,89,41,32,,,Jollenbeck M.  (Ger),MHPArena  (Stuttgart),60 449,54 300
Darmstadt,B. Monchengladbach,3,3,2023/2024,17.09,18:30,"""3 - 0""","""0 - 3""","[""8'"", ""10'"", ""33'""]","['1 - 0', '2 - 0', '3 - 0']","['Mehlem M.', 'Maglica M.', 'Skarke T.']","['(Holland F.)', '(Kempe T.)', '(Klarer C.)']","[""56'"", ""73'"", ""77'""]","['3 - 1', '3 - 2', '3 - 3']","['Siebatcheu J.', 'Neuhaus F.', 'Cvancara T.']","['(Reitz R.)', '(Cvancara T.)', '-']","[""64'""]",['Schuhen M.'],['(Delay of game)'],"[""3'""]",['Itakura K.'],['(Foul)'],"[""49'""]",['Maglica M.'],['(Handling)'],,,,"[""41'"", ""72'"", ""72'"", ""81'"", ""81'""]","['Nurnberger F.', 'Isherwood T.', 'Franjic B.', 'Riedel C.', 'Seydel A.']","['Bader M.', 'Kempe T.', 'Pfeiffer L.', 'Mehlem M.', 'Skarke T.']","['-', '-', '-', '-', '-']","[""46'"", ""46'"", ""46'"", ""46'"", ""62'""]","['Neuhaus F.', 'Elvedi N.', 'Netz L.', 'Cvancara T.', 'Hack R.']","['Plea A.', 'Friedrich M.', 'Ngoumou N.', 'Scally J.', 'Reitz R.']","['-', '-', '-', '-', '-']",1.35,3.69,41%,59%,15,21,8,10,7,11,9,15,6,6,4,1,15,18,7,5,12,8,1,0,1,1,314,545,239,485,75,115,33,52,,,Gerach T.  (Ger),Merck-Stadion am Bollenfalltor  (Darmstadt),17 810,17 810
Heidenheim,Werder Bremen,4,2,2023/2024,17.09,16:30,"""2 - 0""","""2 - 2""","[""5'"", ""44'"", ""68'"", ""76'""]","['1 - 0', '2 - 0', '3 - 2', '4 - 2']","['Kleindienst T.', 'Dinkci E.', 'Dinkci E.', 'Beste J.']","['(Penalty)', '(Kleindienst T.)', '(Beste J.)', '(Kleindienst T.)']","[""49'"", ""64'""]","['2 - 1', '2 - 2']","['Ducksch M.', 'Weiser M.']","['-', '(Deman O.)']","[""50'""]",['Traore O. H.'],['(Tripping)'],"[""90+5'""]",['Stark N.'],['(Roughing)'],,,,,,,"[""73'"", ""73'"", ""82'"", ""82'"", ""90+1'""]","['Beck A.', 'Thomalla D.', 'Pick F.', 'Sessa K.', 'Keller T.']","['Theuerkauf N.', 'Pieringer M.', 'Beste J.', 'Dinkci E.', 'Kleindienst T.']","['-', '-', '-', '-', '-']","[""46'"", ""46'"", ""46'"", ""64'"", ""84'""]","['Ducksch M.', 'Deman O.', 'Veljkovic M.', 'Borre R.', 'Njinmah J.']","['Kownacki D.', 'Jung A.', 'Friedl M.', 'Woltemade N.', 'Gross C.']","['-', '-', '-', '-', '-']",2.17,2.74,48%,52%,19,11,4,4,15,7,11,25,10,1,1,2,10,7,2,0,21,9,,,1,1,285,474,217,393,85,108,39,43,,,Ittrich P.  (Ger),Voith-Arena  (Heidenheim),15 000,15 000
Bochum,Eintracht Frankfurt,1,1,2023/2024,16.09,19:30,"""0 - 0""","""1 - 1""","[""74'""]",['1 - 1'],['Stoger K.'],['(Penalty)'],"[""55'""]",['0 - 1'],['Dina Ebimbe J.'],['-'],"[""70'"", ""80'"", ""90+4'""]","['Stoger K.', 'Ordets I.', 'Masovic E.']","['(Foul)', '(Roughing)', '(Tripping)']","[""72'"", ""76'""]","['Marmoush O.', 'Gotze M.']","['(Holding)', '(Foul)']",,,,,,,"[""63'"", ""63'"", ""69'"", ""69'"", ""84'""]","['Paciencia G.', 'Antwi-Adjei C.', 'Daschner L.', 'Forster P.', 'Schlotterbeck K.']","['Hofmann P.', 'Wittek M.', 'Asano T.', 'Losilla A.', 'Stoger K.']","['-', '-', '-', '-', '-']","[""46'"", ""46'"", ""80'"", ""90'"", ""90'""]","['Marmoush O.', 'Chaibi F.', 'Aaronson P.', 'Max P.', 'Smolcic H.']","['Ngankam J.', 'Nkounkou N.', 'Gotze M.', 'Buta', 'Tuta']","['-', '-', '-', '-', '-']",2,0.98,49%,51%,24,8,10,6,14,2,14,16,8,2,0,1,23,22,5,9,13,14,,,3,2,406,429,300,317,152,102,68,19,,,Brand B.  (Ger),Vonovia Ruhrstadion  (Bochum),26 000,26 000
FC Koln,Hoffenheim,1,3,2023/2024,16.09,16:30,"""0 - 2""","""1 - 1""","[""61'""]",['1 - 3'],['Selke D.'],['(Huseinbasic D.)'],"[""1'"", ""28'"", ""52'""]","['0 - 1', '0 - 2', '0 - 3']","['Kramaric A.', 'Grillitsch F.', 'Beier M.']","['-', '-', '(Promel G.)']","[""34'"", ""45+3'"", ""63'""]","['Hubers T.', 'Chabot J.', 'Carstensen R.']","['(Handling)', '(Tripping)', '(Foul)']","[""23'"", ""68'"", ""69'"", ""75'""]","['Skov R.', 'Kaderabek P.', 'Brooks J. A.', 'Grillitsch F.']","['(Tripping)', '(Foul)', '(Tripping)', '(Roughing)']","[""90+1'""]",['Carstensen R.'],['(Holding)'],,,,"[""61'"", ""66'"", ""76'"", ""76'"", ""76'""]","['Alidou F.', 'Waldschmidt L.', 'Tigges S.', 'Heintz D.', 'Adamyan S.']","['Schmitz B.', 'Huseinbasic D.', 'Maina L.', 'Paqarada L.', 'Kainz F.']","['-', '-', '-', '-', '-']","[""58'"", ""58'"", ""67'"", ""79'"", ""79'""]","['Berisha M.', 'Stach A.', 'Nsoki S.', 'Bulter M.', 'Becker F. O.']","['Weghorst W.', 'Promel G.', 'Vogt K.', 'Skov R.', 'Grillitsch F.']","['-', '-', '-', '-', '-']",0.86,1.06,54%,46%,17,17,7,5,10,12,14,17,13,4,3,1,26,21,2,6,15,14,1,0,4,4,414,345,323,252,109,89,74,39,,,Siebert D.  (Ger),RheinEnergieStadion  (Cologne),50 000,49 300
Freiburg,Dortmund,2,4,2023/2024,16.09,16:30,"""2 - 1""","""0 - 3""","[""45+2'"", ""45+6'""]","['1 - 1', '2 - 1']","['Holer L.', 'Hofler N.']","['(Grifo V.)', '(Grifo V.)']","[""11'"", ""60'"", ""88'"", ""90+3'""]","['0 - 1', '2 - 2', '2 - 3', '2 - 4']","['Hummels M.', 'Malen D.', 'Hummels M.', 'Reus M.']","['(Brandt J.)', '(Fullkrug N.)', '-', '(Wolf M.)']","[""86'"", ""89'""]","['Lienhart P.', 'Eggestein M.']","['(Roughing)', '(Holding)']","[""45+4'"", ""68'"", ""78'""]","['Bensebaini R.', 'Wolf M.', 'Can E.']","['(Tripping)', '(Tripping)', '(Holding)']","[""82'""]",['Hofler N.'],['(Roughing)'],,,,"[""28'"", ""77'"", ""85'"", ""85'""]","['Grifo V.', 'Adamu J.', 'Rohl M.', 'Schmidt K.']","['Gregoritsch M.', 'Holer L.', 'Doan R.', 'Kubler L.']","['-', '-', '-', '-']","[""46'"", ""59'"", ""59'"", ""71'"", ""84'""]","['Wolf M.', 'Fullkrug N.', 'Nmecha F.', 'Reus M.', 'Moukoko Y.']","['Bensebaini R.', 'Haller S.', 'Adeyemi K.', 'Brandt J.', 'Can E.']","['-', '-', '-', '-', '-']",0.98,1.86,46%,54%,14,14,4,6,10,8,18,14,6,8,3,2,17,11,2,2,12,16,1,0,2,3,431,444,345,373,91,77,34,37,,,Stieler T.  (Ger),Europa-Park Stadion  (Freiburg),34 700,34 700
Mainz,Stuttgart,1,3,2023/2024,16.09,16:30,"""0 - 0""","""1 - 3""","[""69'""]",['1 - 1'],['Barreiro L.'],['(Onisiwo K.)'],"[""56'"", ""84'"", ""90+7'""]","['0 - 1', '1 - 2', '1 - 3']","['Guirassy S.', 'Guirassy S.', 'Guirassy S.']","['(Anton W.)', '(Mittelstadt M.)', '-']","[""11'""]",['Caci A.'],['(Tripping)'],"[""60'"", ""67'""]","['Stiller A.', 'Anton W.']","['(Foul)', '(Tripping)']",,,,,,,"[""59'"", ""67'"", ""67'"", ""78'""]","['Ajorque L.', 'Barkok A.', 'Krauss T.', 'Papela M.']","['Richter M.', 'Lee Jae-Sung', 'Bell S.', 'Onisiwo K.']","['-', '-', '-', '-']","[""68'"", ""85'"", ""85'"", ""90+5'""]","['Mittelstadt M.', 'Undav D.', 'Leweling J.', 'Rouault A.']","['Silas', 'Fuhrich C.', 'Millot E.', 'Ito H.']","['-', '-', '-', '-']",1.35,2.16,43%,57%,15,16,3,6,12,10,10,12,6,4,1,1,26,26,3,2,12,9,,,1,2,358,554,272,476,76,147,48,47,,,Osmers H.  (Ger),Mewa Arena  (Mainz),34 000,30 500
RB Leipzig,Augsburg,3,0,2023/2024,16.09,16:30,"""3 - 0""","""0 - 0""","[""6'"", ""11'"", ""27'""]","['1 - 0', '2 - 0', '3 - 0']","['Simons X.', 'Openda L.', 'Raum D.']","['(Openda L.)', '(Simons X.)', '(Poulsen Y.)']",,,,,,,,,,,,,,,,,"[""64'"", ""64'"", ""77'"", ""77'"", ""87'""]","['Sesko B.', 'Carvalho F.', 'Lenz C.', 'Baumgartner C.', 'Werner T.']","['Openda L.', 'Forsberg E.', 'Raum D.', 'Simons X.', 'Poulsen Y.']","['-', '-', '-', '-', '-']","[""45+2'"", ""45+5'"", ""46'"", ""46'"", ""82'""]","['Engels A.', 'Gouweleeuw J.', 'Tietz P.', 'Iago', 'Jensen F.']","['Dorsch N.', 'Uduokhai F.', 'Beljo D.', 'Pedersen M.', 'Vargas R.']","['-', '-', '-', '-', '-']",0.81,2.71,54%,46%,9,16,6,4,3,12,13,18,1,6,2,1,14,18,4,3,16,12,,,,,483,376,415,312,96,84,25,42,,,Stegemann S.  (Ger),Red Bull Arena  (Leipzig),47 069,44 746
Wolfsburg,Union Berlin,2,1,2023/2024,16.09,16:30,"""2 - 1""","""0 - 0""","[""12'"", ""30'""]","['1 - 0', '2 - 1']","['Wind J.', 'Maehle J.']","['(Majer L.)', '-']","[""28'""]",['1 - 1'],['Gosens R.'],['(Laidouni A.)'],"[""78'""]",['Svanberg M.'],['(Tripping)'],,,,,,,,,,"[""72'"", ""72'"", ""80'"", ""90'"", ""90+1'""]","['Tomas T.', 'Baku R.', 'Sarr A.', 'Bornauw S.', 'Zesiger C.']","['Majer L.', 'Wimmer P.', 'Wind J.', 'Lacroix M.', 'Maehle J.']","['-', '-', '-', '-', '-']","[""61'"", ""61'"", ""73'"", ""73'"", ""85'""]","['Tousart L.', 'Becker S.', 'Aaronson B.', 'Juranovic J.', 'Kaufmann M.']","['Laidouni A.', 'Fofana D. D.', 'Haberer J.', 'Trimmel C.', 'Knoche R.']","['-', '-', '-', '-', '-']",0.53,2.11,44%,56%,8,17,3,5,5,12,6,9,3,7,3,1,19,15,4,1,6,8,,,1,0,395,538,312,452,91,136,40,60,,,Brych F.  (Ger),Volkswagen Arena  (Wolfsburg),28 917,28 917
Bayern Munich,Bayer Leverkusen,2,2,2023/2024,15.09,21:30,"""1 - 1""","""1 - 1""","[""7'"", ""86'""]","['1 - 0', '2 - 1']","['Kane H.', 'Goretzka L.']","['-', '(Tel M.)']","[""24'"", ""90+4'""]","['1 - 1', '2 - 2']","['Grimaldo A.', 'Palacios E.']","['-', '(Penalty)']","[""25'""]",['Tuchel T.'],['(Not on pitch)'],"[""34'"", ""47'"", ""69'""]","['Hofmann J.', 'Wirtz F.', 'Tapsoba E.']","['(Holding)', '(Foul)', '(Tripping)']",,,,,,,"[""61'"", ""61'"", ""69'"", ""85'"", ""85'""]","['Mazraoui N.', 'Musiala J.', 'Tel M.', 'Choupo-Moting E. M.', 'de Ligt M.']","['Kimmich J.', 'Muller T.', 'Gnabry S.', 'Kane H.', 'Laimer K.']","['-', '-', '-', '-', '-']","[""46'"", ""82'"", ""90'"", ""90+6'"", ""90+6'""]","['Palacios E.', 'Adli A.', 'Hlozek A.', 'Amiri N.', 'Hincapie P.']","['Andrich R.', 'Frimpong J.', 'Tapsoba E.', 'Wirtz F.', 'Hofmann J.']","['-', '-', '-', '-', '-']",2.62,1.83,53%,47%,15,13,9,5,6,8,9,7,7,4,2,3,12,18,3,7,6,6,,,0,3,596,565,525,492,152,110,59,51,,,Schlager D.  (Ger),Allianz Arena  (Munich),75 024,75 000
Union Berlin,RB Leipzig,0,3,2023/2024,3.09,18:30,"""0 - 0""","""0 - 3""",,,,,"[""51'"", ""85'"", ""87'""]","['0 - 1', '0 - 2', '0 - 3']","['Simons X.', 'Sesko B.', 'Sesko B.']","['(Henrichs B.)', '(Simons X.)', '(Olmo D.)']","[""27'"", ""81'"", ""81'""]","['Kral A.', 'Gosens R.', 'Haberer J.']","['(Tripping)', '(Tripping)', '(Unsportsmanlike conduct)']","[""26'""]",['Henrichs B.'],['(Tripping)'],"[""64'""]",['Volland K.'],['(Serious foul)'],,,,"[""61'"", ""71'"", ""71'"", ""86'"", ""86'""]","['Hollerbach B.', 'Haberer J.', 'Trimmel C.', 'Roussillon J.', 'Kaufmann M.']","['Fofana D. D.', 'Laidouni A.', 'Juranovic J.', 'Behrens K.', 'Gosens R.']","['-', '-', '-', '-', '-']","[""67'"", ""75'"", ""75'"", ""88'"", ""88'""]","['Klostermann L.', 'Baumgartner C.', 'Sesko B.', 'Forsberg E.', 'Lukeba C.']","['Simakan M.', 'Openda L.', 'Poulsen Y.', 'Simons X.', 'Henrichs B.']","['-', '-', '-', '-', '-']",0.31,0.88,36%,64%,4,14,1,7,3,7,11,16,3,7,1,2,24,20,4,1,16,9,1,0,3,1,310,622,233,547,91,148,37,37,,,Schlager D.  (Ger),Stadion An der Alten Försterei  (Berlin),22 012,22 012
Eintracht Frankfurt,FC Koln,1,1,2023/2024,3.09,16:30,"""0 - 1""","""1 - 0""","[""87'""]",['1 - 1'],['Nkounkou N.'],['(Aaronson P.)'],"[""43'""]",['0 - 1'],['Kainz F.'],['(Penalty)'],"[""64'""]",['Marmoush O.'],['(Tripping)'],"[""45+1'"", ""45+3'"", ""70'""]","['Ljubicic D.', 'Martel E.', 'Schmitz B.']","['(Holding)', '(Foul)', '(Foul)']",,,,,,,"[""46'"", ""67'"", ""73'"", ""73'"", ""80'""]","['Hauge J.', 'Ngankam J.', 'Rode S.', 'Nkounkou N.', 'Aaronson P.']","['Max P.', 'Marmoush O.', 'Larsson H.', 'Dina Ebimbe J.', 'Buta']","['-', '-', '-', '-', '-']","[""58'"", ""58'"", ""75'"", ""75'"", ""79'""]","['Alidou F.', 'Olesen M.', 'Carstensen R.', 'Adamyan S.', 'Kilian L.']","['Maina L.', 'Waldschmidt L.', 'Schmitz B.', 'Tigges S.', 'Chabot J.']","['-', '-', '-', '-', '-']",1.29,0.92,60%,40%,13,6,3,2,10,4,10,12,8,1,2,0,27,17,1,2,10,10,,,1,3,708,363,623,280,127,81,52,30,,,Badstubner F.  (Ger),Deutsche Bank Park  (Frankfurt),58 000,54 000
